Series,Movie,Critic Review,Compound,Negative,Neutral,Positive
Star Trek,STAR TREK,"Just when you thought that the Star Trek phenomenon had truly run its course, along comes J. J. Abrams's stunning prequel to resuscitate the most enduring franchise in sci-fi history.",0.6705,0.0,0.836,0.164
Star Trek,STAR TREK,"Salutes the rich history of the franchise while avoiding any hint of hokey, by-the-book starch.",0.296,0.126,0.684,0.189
Star Trek,STAR TREK,One of the most accessible and entertaining films of the year.,0.4877,0.0,0.76,0.24
Star Trek,STAR TREK,"Get ready for a new influx of fans, Trekkers.",0.3612,0.0,0.737,0.263
Star Trek,STAR TREK,Star Trek has needed this kind of face lift for years.,0.0,0.0,1.0,0.0
Star Trek,STAR TREK,"Star Trek is a welcome return to the flippant, big-budget bonanza that exists purely for the spectacle",0.4588,0.0,0.833,0.167
Star Trek,STAR TREK,"A franchise is reborn, at warp speed.",0.0,0.0,1.0,0.0
Star Trek,STAR TREK,"Well, it looks like the curse is broken.",-0.4588,0.434,0.263,0.303
Star Trek,STAR TREK,"Although given the Starship Enterprise's keys, geek-culture maven J.J. Abrams warps the vessel like he stole it in a sleek, stylish reboot stuffed with jailbreak momentum, deft pacing, dense plotting, passionate principles and perfect casting.",0.8625,0.0,0.764,0.236
Star Trek,STAR TREK,"J.J. Abram's Star Trek is a refreshingly entertaining space adventurer, reinvigorating a well worn out franchise while paying homage to past labours.",0.7717,0.081,0.554,0.365
Star Trek,STAR TREK,"Not content to just make this the Spock and Kirk show, with supporting players largely reduced to broad strokes, Abrams makes it clear that he's interested in Star Trek as an ongoing, fully fleshed-out ensemble piece.",0.802,0.0,0.801,0.199
Star Trek,STAR TREK,"Somehow J.J. Abrams has managed to make Star Trek cool again, with a fresh and fast-paced, action-packed thrill ride that both new and old fans can lavishly enjoy.",0.8519,0.0,0.691,0.309
Star Trek,STAR TREK,Thanks for the memories; let's leave it at that,0.4019,0.108,0.631,0.261
Star Trek,STAR TREK,One could melt into the luxury of the experience Mr. Abrams provides and objectively appreciate every penny spent in the budget as there is not a false or cheesy speck to be found on screen.,0.4019,0.0,0.924,0.076
Star Trek,STAR TREK,"A mindless, milling mess. Just what you would expect from somebody schooled in the Michael Bay/Jerry Bruckheimer academy of bad directing.",-0.836,0.344,0.656,0.0
Star Trek,STAR TREK,This Star Trek will be exploring the cinematic universe for many years to come.,0.0,0.0,1.0,0.0
Star Trek,STAR TREK,"...the film will go down, and endearingly so, as the Brokeback Mountain of space operas... In all the cosmos, a fatherless human and a motherless Vulcan find in one another that which they had lost.",-0.3182,0.067,0.933,0.0
Star Trek,STAR TREK,"Abrams manages quite well in making $150 million look like an episode of Babylon 5. Fistfights are poorly edited, and when he wants to create excitement and tension, Abrams simply has the camera shake around a lot in close-up.",0.7346,0.087,0.693,0.221
Star Trek,STAR TREK,"Yeah, there's a plot, too, but it's almost completely overshadowed by the introduction of the new characters.",0.1531,0.0,0.904,0.096
Star Trek,STAR TREK,"Standing in contrast to the angst-ridden, lumbering and dark vibe favored by so many action flicks, it has plenty for fans and almost as much for those who couldn't tell a tribble from a tricorder.",0.4215,0.0,0.92,0.08
Star Trek,STAR TREK,"An incredibly satisfying popcorn picture, Star Trek hurtles forward with propulsive energy",0.5256,0.122,0.549,0.329
Star Trek,STAR TREK,It's heartening to see the wit and romance of the series treated lovingly,0.8316,0.0,0.585,0.415
Star Trek,STAR TREK,The 11th feature in the long-running series is not just a great Star Trek movie -- it's a great movie period.,-0.7641,0.279,0.721,0.0
Star Trek,STAR TREK,"For most people, this is a popcorn flick and, as such, everything just sings. Sings a new variation of a highly recognizable and pleasant melody.",0.552,0.0,0.855,0.145
Star Trek,STAR TREK,Star Trek knocked me over the moon.,0.0,0.0,1.0,0.0
Star Trek,STAR TREK,"One of the best sci-fi films of the last decade, and that's coming from someone who has never Trekked before.",0.6369,0.0,0.819,0.181
Star Trek,STAR TREK,"Six-and-a-half years after Hollywood left the Enterprise crew for dead, ... Kirk is back, baby, and he's better than ever.",-0.34,0.171,0.714,0.115
Star Trek,STAR TREK,J.J. Abrams proves his masterpiece can translate into great work on the big screen that all Trekkies will love.,0.9246,0.0,0.563,0.437
Star Trek,STAR TREK,"[It] broadens the appeal of its cult property, turning what was once strictly nerd fodder into a shaggy dog action movie.",-0.296,0.104,0.896,0.0
Star Trek,STAR TREK,"Destined to become a sci-fi classic, ""Star Trek"" boldly goes where none of the previous entries have gone before.",0.3612,0.0,0.872,0.128
Star Trek,STAR TREK,the excellent action sequences plus an upbeat tone--an important element maintained from the source material- make for an adventure that zips by at warp speed.,0.7783,0.0,0.738,0.262
Star Trek,STAR TREK,"Normally, eleven versions equate disaster, but somehow, someway, director J.J. Abrams and the creators of Star Trek managed to pull off the best sci-fi movie since The Matrix.",0.6428,0.074,0.757,0.169
Star Trek,STAR TREK,"While entertaining as a space soap opera, the film dismantles much of what made Star Trek once great.",0.7906,0.0,0.682,0.318
Star Trek,STAR TREK,"Ingenious backdating and character establishing in what everyone but the creative team thought was an exhausted payload.""",0.1531,0.147,0.679,0.174
Star Trek,STAR TREK,Director J J Abrams has made summer 2009 an event.,0.0,0.0,1.0,0.0
Star Trek,STAR TREK,Abrams doesn't get the franchise that Roddenberry created.,0.25,0.0,0.778,0.222
Star Trek,STAR TREK,"By Kevin Irwin - Star Trek, the final frontier in nostalgia, a crass ploy for box office kerching or a celebration of sci-fi's most iconic forefather? Well, a touch of all three as it turns out.",0.3321,0.0,0.929,0.071
Star Trek,STAR TREK,This is arguably the best of the Star Trek movies.,0.4939,0.141,0.563,0.296
Star Trek,STAR TREK,"Well-cast and well-acted...however, (the script) falls short of engaging viewers as intellectually or emotionally as the best prior movies and TV episodes have done.",0.8402,0.0,0.7,0.3
Star Trek,STAR TREK,"The film is a success because of beautiful visuals, swift storytelling that never loses its momentum, and the sheer joy of having these characters back in our lives again.",0.9344,0.0,0.603,0.397
Star Trek,STAR TREK,"... Youthful, fast-paced, thrilling, funny and fueled by an adventurous spirit.",0.886,0.0,0.326,0.674
Star Trek,STAR TREK,"The movie, typically for Abrams, is almost continuously exciting.",0.4445,0.0,0.732,0.268
Star Trek,STAR TREK,"Well, at least they got it half right.",0.2732,0.0,0.769,0.231
Star Trek,STAR TREK,a skilfully constructed studio picture that boasts a casting coup on par with The Lord of the Rings'.,0.0,0.0,1.0,0.0
Star Trek,STAR TREK,"A bold, entertaining reboot.",0.6705,0.0,0.154,0.846
Star Trek,STAR TREK,"In Abrams' capable hands, the film is hugely satisfying. Smart, jaunty and savvy, it takes Orci and Kurtzman's script and races with it, boldly opening a new chapter in the series while giving it a fresh shot of life in the process.",0.948,0.0,0.64,0.36
Star Trek,STAR TREK,"Clever, campy, even a little endearing, Trek revives itself by going back to the past, but consumes itself by wanting the ""Trek"" of future, too. In the current remake craze, it's never enough.",0.1945,0.055,0.839,0.106
Star Trek,STAR TREK,"Mixing warp speed action with tongue in cheek humor, this Trek beams brighter than a supernova.",0.5719,0.0,0.734,0.266
Star Trek,STAR TREK,"Beam me up, Scotty, this Trek rocks.",0.0,0.0,1.0,0.0
Star Trek,STAR TREK,"Here is a film that slaps your expectations around with surprise after surprise, leaving you shaking your head in disbelief that a Star Trek film could be this good.",0.7073,0.053,0.713,0.235
Star Trek,STAR TREK,The movie begins with a bang and it's one of the loudest SF movies ever made.,0.0,0.0,1.0,0.0
Star Trek,STAR TREK,"It has some significant flaws and missteps, but on its own merits, it's entertaining -- and in one instance, it's even a little more than that.",0.8316,0.0,0.714,0.286
Star Trek,STAR TREK,"A genuinely entertaining thrill-a-minute sci-fi romp, whether you loved the series or not.",0.7783,0.0,0.595,0.405
Star Trek,STAR TREK,"In making yet another Star Trek, the great challenge the filmmakers... faced was to be contemporary while also respecting the past. Star Trek passes its obstacles with dazzling, time-warping colors.",0.7184,0.07,0.699,0.231
Star Trek,STAR TREK,"By resurrecting Kirk, JJ Abrams has not only revived and revitalised Star Trek, he's given it a dose of Viagra.",0.4084,0.0,0.868,0.132
Star Trek,STAR TREK,"A fiery dynamo. Big action, snappy direction, good acting, respect for the past. This is the summer blockbuster to see.",0.8176,0.088,0.549,0.363
Star Trek,STAR TREK,...immediately establishes itself as a contemporary reboot done right...,0.0,0.0,1.0,0.0
Star Trek,STAR TREK,... has a lot of humor but is very serious about its premise ... about as good as Hollywood blockbusters get.,0.5439,0.078,0.7,0.222
Star Trek,STAR TREK,"Abrams and his collaborators don't kowtow to the past. They exhilarate, engross and amuse viewers by putting entertainment value above all else.",0.7845,0.0,0.706,0.294
Star Trek,STAR TREK,Set phasers for fun. May this Trek live long and prosper.,0.5106,0.0,0.752,0.248
Star Trek,STAR TREK,successfully crafts a new beginning that both honors the series' previous incarnations but also charts its own course using a clever time-traveling narrative that essentially creates an alternate Trek universe,0.8316,0.0,0.71,0.29
Star Trek,STAR TREK,"A new fan of the series--and there are more that I would have expected--can enjoy STAR TREK, but a veteran ""Trek"" devotee will get a lot more out of it.",0.7311,0.0,0.763,0.237
Star Trek,STAR TREK,"Abrams' whole approach to this revamped Star Trek: Be playful, be unpredictable, and full speed ahead.",0.4404,0.0,0.838,0.162
Star Trek,STAR TREK,"It's been thirty years since I last found myself at the movies, rooting for a black hole.",0.0,0.0,1.0,0.0
Star Trek,STAR TREK,"It is a hi-energy, optimistic work, but it gives the impression of being afraid to alienate its audience with too much nerdy information.",0.4019,0.053,0.782,0.165
Star Trek,STAR TREK,This movie wins. It manages to have reverence for its source material but also uses it as a jumping off point to make a 21st Century version of the franchise.,0.3291,0.0,0.92,0.08
Star Trek,STAR TREK,"Lost and found planet mayhem in this reconceived excursion down intergalactic memory lane, as cocky spaced out Kirk locks horns with Bana's sulking skinhead in an unresolved cosmic anger management funk.",-0.8402,0.27,0.73,0.0
Star Trek,STAR TREK,"A splendid space saga so spellbinding, I won't complain about their resurrecting that infuriating, infinitive-splitting catchphrase, 'To boldly go where no one has gone before!'",0.5213,0.172,0.553,0.275
Star Trek,STAR TREK,"...a full-blooded and busy adventure, a promising restart.",0.6124,0.0,0.5,0.5
Star Trek,STAR TREK,"Is the new Star Trek movie perfect? Absolutely not. But I went in an original Trek fan ... and came out feeling oddly elated, grateful for the things that worked and secure in the belief that the rough spots will work themselves out in the a",0.9545,0.0,0.656,0.344
Star Trek,STAR TREK,"Full of excitement, adventure and just plain fun. Everything old is new again!",0.8439,0.0,0.524,0.476
Star Trek,STAR TREK,"Great characters, nice comic touches, but the plot cries out for an intervention.",-0.0258,0.197,0.556,0.247
Star Trek,STAR TREK,"Somehow pulling off the trick of appealing to the wider mass audience with one foot in Star WARS, the most startling thing about this new TREK is how it avoids being AWFUL.",-0.8546,0.277,0.683,0.04
Star Trek,STAR TREK,Barely competent. J.J. Abrams has a TV soul.,0.2516,0.0,0.749,0.251
Star Trek,STAR TREK,"What Christopher Nolan did for the Batman franchise, J.J. Abrams has done for Star Trek.",0.0,0.0,1.0,0.0
Star Trek,STAR TREK,I must add that the reason I think this new Star Trek works has less to do with Abrams being the director and more to do with a genuinely smart script by Roberto Orci and Alex Kurtzman.,0.4019,0.0,0.924,0.076
Star Trek,STAR TREK,"With great effects, a strong story and equally strong cast, ""Star Trek"" is a journey worth taking...",0.9118,0.0,0.466,0.534
Star Trek,STAR TREK,"This Star Trek essentially turns out to be a war film, with the occasional philosophical timeout to discuss love, friendship, and duty until the next bone-crunching fistfight or multi-weapon rumble with the Romulans.",0.4939,0.098,0.725,0.177
Star Trek,STAR TREK,"This is the best Star Trek movie, ever. Better, even, than the classic Start Trek II: The Wrath of Khan.",0.7964,0.0,0.717,0.283
Star Trek,STAR TREK,[Director J.J.] Abrams kicks his film into warp drive and boldly goes where the Star Trek actually has gone before. Only better.,0.6597,0.0,0.787,0.213
Star Trek,STAR TREK,"Good mix of special effects, an involving story, a good script, and fine ensemble acting.",0.8519,0.0,0.493,0.507
Star Trek,STAR TREK,"With director J.J. Abrams on board, the newest movie in the series is not only action-packed but also filled with surprises.",0.3291,0.0,0.895,0.105
Star Trek,STAR TREK,"Yes, the genie is back out of the bottle. Well acted, expertly edited, and brilliantly watchable even if not perfect. And above all, it doesn't suck.",0.8024,0.085,0.597,0.318
